raw_run,filling_scheme,filling_config,fillno,energy,intensity_per_bunch,mu,interacting_bunches,noninteracting_bunches_beam_1,noninteracting_bunches_beam_2,interaction_trigger,rate,beam_empty_trigger,empty_empty_trigger,muon_trigger,high_multiplicity_trigger,emcal_trigger,calibration_trigger,quality,muon_quality,comment,changedon,changedby,field_value,field_message,aco_value,aco_message,ad0_status,ad0_message,emc_value,emc_message,fmd_value,fmd_message,hlt_status,hlt_message,hmp_value,hmp_message,mch_status,mch_message,mtr_value,mtr_message,phs_value,phs_message,pmd_status,pmd_message,spd_value,spd_message,sdd_value,sdd_message,ssd_value,ssd_message,tof_value,tof_message,tpc_value,tpc_message,trd_value,trd_message,t00_value,t00_message,v00_value,v00_message,zdc_value,zdc_message,hlt_mode_value,hlt_mode_message, xxx
297414,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7486,6369,,,702,31,31,586819,167.04213,,,835656,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297413,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7486,6369,,,702,31,31,751983,167.0331,,,1135522,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297408,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7486,6369,,,702,31,31,0,,,,1550836,,,,,,,1585741670,polishch,1,- -,-2000,Detector off,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,3,C
297406,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7486,6369,,,702,31,31,83937,126.41115,,,152980,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,5,Some sector(s) of the TRD are without data, the rest is ok,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297405,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7486,6369,,,702,31,31,138660,138.10757,,,228261,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,5,Some sector(s) of the TRD are without data, the rest is ok,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297403,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7486,6369,,,702,31,31,71098,135.68321,,,117967,,,,,,,1587982676,gvolpe,1,- -,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,3,C
297380,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7485,6369,,,702,31,31,369632,162.40422,,,588679,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297379,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7485,6369,,,702,31,31,1724405,171.3439,,,2865109,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297372,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7485,6369,,,702,31,31,768199,171.01491,,,1224581,,,,,,,1589787641,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
297367,421,75_150ns_733Pb_733_702_468_42bpi_20inj,7485,6369,,,702,31,31,675142,165.15215,,,1201034,,,,,,,1589787619,mbroz,1,- -,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,-1000,Not set,-1000,Not set,6,All ok,-1000,Not set,-1000,Not set,-1000,Not set,3,PRE OK. Problem with DDL of CPV.,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,3,C
